,Index,Team,Season,Date,Against,Score,Type,PS,WPS,Diff,W,Bias,Home,Away,FWStreak,UWStreak,ranking
34273,Milwaukee_11/01/03,Milwaukee,2003.0,11/1/03,Chicago,98-68,Regular Season,-4.5,1.0,30.0,1.0,25.5,Milwaukee,Chicago,4.0,1.0,28.0
34276,Milwaukee_11/01/08,Milwaukee,2008.0,11/1/08,Toronto,        87-91,Regular Season,-1.0,0.0,-4.0,0.0,-5.0,Milwaukee,Toronto,7.0,0.0,16.0
34279,Milwaukee_11/01/97,Milwaukee,1997.0,11/1/97,Brooklyn,109-113,Regular Season,-8.0,0.0,-4.0,0.0,-12.0,Milwaukee,Brooklyn,2.0,0.0,
34280,Milwaukee_11/02/02,Milwaukee,2002.0,11/2/02,Orlando,90-100,Regular Season,-3.0,0.0,-10.0,0.0,-13.0,Milwaukee,Orlando,0.0,0.0,
34282,Milwaukee_11/02/10,Milwaukee,2010.0,11/2/10,Portland,        76-90,Regular Season,-3.0,0.0,-14.0,0.0,-17.0,Milwaukee,Portland,1.0,0.0,15.0
34285,Milwaukee_11/02/13,Toronto,2013.0,11/2/13,@ Milwaukee,        97-90,Regular Season,-1.0,1.0,7.0,1.0,6.0,Milwaukee,Toronto,1.0,1.0,23.0
34288,Milwaukee_11/02/91,Chicago,1991.0,11/2/91,@ Milwaukee,107-109,Regular Season,-1.5,0.0,-2.0,0.0,-3.5,Milwaukee,Chicago,0.0,0.0,
34289,Milwaukee_11/02/96,Milwaukee,1996.0,11/2/96,Boston,124-102,Regular Season,-9.0,1.0,22.0,1.0,13.0,Milwaukee,Boston,1.0,0.0,
34290,Milwaukee_11/03/01,Milwaukee,2001.0,11/3/01,Boston,105-99,Regular Season,-9.5,0.0,6.0,1.0,-3.5,Milwaukee,Boston,1.0,1.0,
34291,Milwaukee_11/03/07,Chicago,2007.0,11/3/07,@ Milwaukee,        72-78,Regular Season,-4.0,0.0,-6.0,0.0,-10.0,Milwaukee,Chicago,0.0,0.0,10.0
34294,Milwaukee_11/03/12,Milwaukee,2012.0,11/3/12,Cleveland,        105-102,Regular Season,-7.0,0.0,3.0,1.0,-4.0,Milwaukee,Cleveland,0.0,3.0,19.0
34297,Milwaukee_11/03/90,Milwaukee,1990.0,11/3/90,Minnesota,111-93,Regular Season,-10.0,1.0,18.0,1.0,8.0,Milwaukee,Minnesota,1.0,1.0,
34298,Milwaukee_11/04/00,Milwaukee,2000.0,11/4/00,Detroit,97-88,Regular Season,-9.5,0.0,9.0,1.0,-0.5,Milwaukee,Detroit,0.0,0.0,
34299,Milwaukee_11/04/03,L.A. Lakers,2003.0,11/4/03,@ Milwaukee,113-107,Regular Season,-7.5,0.0,6.0,1.0,-1.5,Milwaukee,L.A. Lakers,4.0,2.0,
34301,Milwaukee_11/04/06,Milwaukee,2006.0,11/4/06,Sacramento,        104-91,Regular Season,-3.0,1.0,13.0,1.0,10.0,Milwaukee,Sacramento,0.0,1.0,17.0
34304,Milwaukee_11/04/95,New York,1995.0,11/4/95,@ Milwaukee,84-71,Regular Season,-2.0,1.0,13.0,1.0,11.0,Milwaukee,New York,1.0,3.0,
34305,Milwaukee_11/04/97,Milwaukee,1997.0,11/4/97,Orlando,110-76,Regular Season,-1.0,1.0,34.0,1.0,33.0,Milwaukee,Orlando,0.0,0.0,
34306,Milwaukee_11/05/05,Milwaukee,2005.0,11/5/05,Miami,        105-100,Regular Season,-1.0,1.0,5.0,1.0,4.0,Milwaukee,Miami,3.0,0.0,15.0
34309,Milwaukee_11/05/08,Washington,2008.0,11/5/08,@ Milwaukee,        104-112,Regular Season,-1.5,0.0,-8.0,0.0,-9.5,Milwaukee,Washington,2.0,4.0,23.0
34312,Milwaukee_11/05/14,Chicago,2014.0,11/5/14,@ Milwaukee,        95-86,Regular Season,-5.0,1.0,9.0,1.0,4.0,Milwaukee,Chicago,0.0,6.0,5.0
34315,Milwaukee_11/05/94,Milwaukee,1994.0,11/5/94,L.A. Lakers,97-96,Regular Season,-4.0,0.0,1.0,1.0,-3.0,Milwaukee,L.A. Lakers,1.0,1.0,
34316,Milwaukee_11/06/02,Brooklyn,2002.0,11/6/02,@ Milwaukee,93-99,Regular Season,-3.5,0.0,-6.0,0.0,-9.5,Milwaukee,Brooklyn,0.0,2.0,5.0
34319,Milwaukee_11/06/04,Milwaukee,2004.0,11/6/04,Cleveland,        102-88,Regular Season,-3.5,1.0,14.0,1.0,10.5,Milwaukee,Cleveland,3.0,0.0,16.0
34322,Milwaukee_11/06/07,Toronto,2007.0,11/6/07,@ Milwaukee,        85-112,Regular Season,-3.0,0.0,-27.0,0.0,-30.0,Milwaukee,Toronto,1.0,0.0,7.0
34325,Milwaukee_11/06/10,Milwaukee,2010.0,11/6/10,New Orleans,        81-87,Regular Season,-3.5,0.0,-6.0,0.0,-9.5,Milwaukee,New Orleans,2.0,0.0,15.0
34328,Milwaukee_11/06/13,Cleveland,2013.0,11/6/13,@ Milwaukee,        104-109,Regular Season,-3.0,0.0,-5.0,0.0,-8.0,Milwaukee,Cleveland,3.0,0.0,21.0
34331,Milwaukee_11/06/91,Milwaukee,1991.0,11/6/91,Golden State,114-120,Regular Season,-6.5,0.0,-6.0,0.0,-12.5,Milwaukee,Golden State,2.0,2.0,
34332,Milwaukee_11/06/93,New Orleans,1993.0,11/6/93,@ Milwaukee,120-103,Regular Season,-3.5,1.0,17.0,1.0,13.5,Milwaukee,New Orleans,5.0,1.0,
34333,Milwaukee_11/06/96,Milwaukee,1996.0,11/6/96,Memphis,105-89,Regular Season,-11.5,1.0,16.0,1.0,4.5,Milwaukee,Memphis,0.0,0.0,
34334,Milwaukee_11/06/97,Milwaukee,1997.0,11/6/97,Philadelphia,100-93,Regular Season,-8.0,0.0,7.0,1.0,-1.0,Milwaukee,Philadelphia,1.0,0.0,
34335,Milwaukee_11/06/99,Milwaukee,1999.0,11/6/99,Detroit,121-111,Regular Season,-6.5,1.0,10.0,1.0,3.5,Milwaukee,Detroit,2.0,2.0,
34336,Milwaukee_11/07/00,Milwaukee,2000.0,11/7/00,New York,89-103,Regular Season,-4.5,0.0,-14.0,0.0,-18.5,Milwaukee,New York,3.0,0.0,
34337,Milwaukee_11/07/09,Milwaukee,2009.0,11/7/09,New York,        102-87,Regular Season,-4.0,1.0,15.0,1.0,11.0,Milwaukee,New York,0.0,4.0,23.0
34340,Milwaukee_11/07/12,Memphis,2012.0,11/7/12,@ Milwaukee,        108-90,Regular Season,-1.0,1.0,18.0,1.0,17.0,Milwaukee,Memphis,0.0,1.0,12.0
34343,Milwaukee_11/07/92,Boston,1992.0,11/7/92,@ Milwaukee,88-124,Regular Season,-1.0,0.0,-36.0,0.0,-37.0,Milwaukee,Boston,6.0,0.0,
34344,Milwaukee_11/08/01,Milwaukee,2001.0,11/8/01,Miami,86-82,Regular Season,-10.5,0.0,4.0,1.0,-6.5,Milwaukee,Miami,0.0,1.0,
34345,Milwaukee_11/08/03,Milwaukee,2003.0,11/8/03,New York,90-87,Regular Season,-4.0,0.0,3.0,1.0,-1.0,Milwaukee,New York,1.0,0.0,19.0
34348,Milwaukee_11/08/05,Milwaukee,2005.0,11/8/05,Golden State,        103-110,Regular Season,-5.0,0.0,-7.0,0.0,-12.0,Milwaukee,Golden State,2.0,0.0,5.0
34351,Milwaukee_11/08/06,Milwaukee,2006.0,11/8/06,Houston,        93-97,Regular Season,-2.5,0.0,-4.0,0.0,-6.5,Milwaukee,Houston,0.0,0.0,13.0
34354,Milwaukee_11/08/08,Phoenix,2008.0,11/8/08,@ Milwaukee,        104-96,Regular Season,-5.5,1.0,8.0,1.0,2.5,Milwaukee,Phoenix,0.0,0.0,8.0
34357,Milwaukee_11/08/14,Memphis,2014.0,11/8/14,@ Milwaukee,        92-93,Regular Season,-4.5,0.0,-1.0,0.0,-5.5,Milwaukee,Memphis,2.0,0.0,6.0
34360,Milwaukee_11/08/90,Milwaukee,1990.0,11/8/90,Philadelphia,141-111,Regular Season,-2.5,1.0,30.0,1.0,27.5,Milwaukee,Philadelphia,1.0,1.0,
34361,Milwaukee_11/08/97,Milwaukee,1997.0,11/8/97,Boston,105-96,Regular Season,-12.5,0.0,9.0,1.0,-3.5,Milwaukee,Boston,0.0,0.0,
34362,Milwaukee_11/09/02,Milwaukee,2002.0,11/9/02,Philadelphia,110-105,Regular Season,-5.0,0.0,5.0,1.0,0.0,Milwaukee,Philadelphia,0.0,4.0,14.0
34365,Milwaukee_11/09/10,Milwaukee,2010.0,11/9/10,New York,        107-80,Regular Season,-5.0,1.0,27.0,1.0,22.0,Milwaukee,New York,0.0,0.0,19.0
34368,Milwaukee_11/09/13,Dallas,2013.0,11/9/13,@ Milwaukee,        91-83,Regular Season,-3.0,1.0,8.0,1.0,5.0,Milwaukee,Dallas,0.0,2.0,12.0
34371,Milwaukee_11/09/91,Milwaukee,1991.0,11/9/91,Dallas,111-95,Regular Season,-10.0,1.0,16.0,1.0,6.0,Milwaukee,Dallas,1.0,1.0,
34372,Milwaukee_11/10/01,Milwaukee,2001.0,11/10/01,Minnesota,82-98,Regular Season,-4.0,0.0,-16.0,0.0,-20.0,Milwaukee,Minnesota,0.0,2.0,
34373,Milwaukee_11/10/04,Milwaukee,2004.0,11/10/04,Charlotte,        102-100,Regular Season,-12.0,0.0,2.0,1.0,-10.0,Milwaukee,Charlotte,0.0,0.0,16.0
34376,Milwaukee_11/10/12,Boston,2012.0,11/10/12,@ Milwaukee,        96-92,Regular Season,-1.0,1.0,4.0,1.0,3.0,Milwaukee,Boston,2.0,1.0,10.0
34380,Milwaukee_11/10/93,Milwaukee,1993.0,11/10/93,Chicago,90-91,Regular Season,-6.5,0.0,-1.0,0.0,-7.5,Milwaukee,Chicago,0.0,3.0,
34381,Milwaukee_11/11/00,Milwaukee,2000.0,11/11/00,Minnesota,92-103,Regular Season,-4.0,0.0,-11.0,0.0,-15.0,Milwaukee,Minnesota,0.0,0.0,
34382,Milwaukee_11/11/06,Milwaukee,2006.0,11/11/06,Utah,        111-113,Regular Season,-2.0,0.0,-2.0,0.0,-4.0,Milwaukee,Utah,0.0,1.0,13.0
34385,Milwaukee_11/11/09,Denver,2009.0,11/11/09,@ Milwaukee,        102-108,Regular Season,-3.5,0.0,-6.0,0.0,-9.5,Milwaukee,Denver,1.0,0.0,5.0
34388,Milwaukee_11/11/14,Milwaukee,2014.0,11/11/14,Oklahoma City,        85-78,Regular Season,-2.5,1.0,7.0,1.0,4.5,Milwaukee,Oklahoma City,1.0,2.0,21.0
34391,Milwaukee_11/11/94,New Orleans,1994.0,11/11/94,@ Milwaukee,123-115,Regular Season,-3.0,1.0,8.0,1.0,5.0,Milwaukee,New Orleans,1.0,0.0,
34392,Milwaukee_11/12/03,Milwaukee,2003.0,11/12/03,Oklahoma City,99-104,Regular Season,-5.0,0.0,-5.0,0.0,-10.0,Milwaukee,Oklahoma City,0.0,1.0,13.0
34395,Milwaukee_11/12/05,Milwaukee,2005.0,11/12/05,Indiana,        103-102,Regular Season,0.0,1.0,1.0,1.0,1.0,Milwaukee,Indiana,0.0,0.0,5.0
34398,Milwaukee_11/12/08,Milwaukee,2008.0,11/12/08,San Antonio,        82-78,Regular Season,-2.5,1.0,4.0,1.0,1.5,Milwaukee,San Antonio,1.0,0.0,21.0
34401,Milwaukee_11/12/96,Milwaukee,1996.0,11/12/96,Phoenix,99-89,Regular Season,-7.5,1.0,10.0,1.0,2.5,Milwaukee,Phoenix,0.0,3.0,
34402,Milwaukee_11/12/99,Milwaukee,1999.0,11/12/99,Phoenix,107-92,Regular Season,-2.5,1.0,15.0,1.0,12.5,Milwaukee,Phoenix,0.0,1.0,
34403,Milwaukee_11/13/02,Milwaukee,2002.0,11/13/02,Chicago,108-101,Regular Season,-7.5,0.0,7.0,1.0,-0.5,Milwaukee,Chicago,1.0,0.0,15.0
34406,Milwaukee_11/13/04,Milwaukee,2004.0,11/13/04,New Orleans,        94-91,Regular Season,-7.5,0.0,3.0,1.0,-4.5,Milwaukee,New Orleans,2.0,2.0,16.0
34409,Milwaukee_11/13/10,Milwaukee,2010.0,11/13/10,Golden State,        79-72,Regular Season,-7.0,0.0,7.0,1.0,0.0,Milwaukee,Golden State,3.0,1.0,19.0
34412,Milwaukee_11/13/90,Milwaukee,1990.0,11/13/90,Boston,119-91,Regular Season,-3.0,1.0,28.0,1.0,25.0,Milwaukee,Boston,0.0,0.0,
34413,Milwaukee_11/13/92,Chicago,1992.0,11/13/92,@ Milwaukee,101-96,Regular Season,-6.0,0.0,5.0,1.0,-1.0,Milwaukee,Chicago,5.0,1.0,
34414,Milwaukee_11/14/07,Milwaukee,2007.0,11/14/07,Memphis,        102-99,Regular Season,-6.5,0.0,3.0,1.0,-3.5,Milwaukee,Memphis,1.0,1.0,20.0
34417,Milwaukee_11/14/09,Milwaukee,2009.0,11/14/09,Golden State,        129-125,Regular Season,-7.5,0.0,4.0,1.0,-3.5,Milwaukee,Golden State,3.0,0.0,21.0
34420,Milwaukee_11/14/12,Milwaukee,2012.0,11/14/12,Indiana,        99-85,Regular Season,-4.5,1.0,14.0,1.0,9.5,Milwaukee,Indiana,4.0,1.0,14.0
34423,Milwaukee_11/14/95,San Antonio,1995.0,11/14/95,@ Milwaukee,84-98,Regular Season,-4.0,0.0,-14.0,0.0,-18.0,Milwaukee,San Antonio,0.0,0.0,
34424,Milwaukee_11/15/00,Milwaukee,2000.0,11/15/00,Atlanta,84-74,Regular Season,-9.5,1.0,10.0,1.0,0.5,Milwaukee,Atlanta,0.0,0.0,
34425,Milwaukee_11/15/03,Milwaukee,2003.0,11/15/03,Utah,100-95,Regular Season,-6.0,0.0,5.0,1.0,-1.0,Milwaukee,Utah,0.0,0.0,13.0
34428,Milwaukee_11/15/08,Boston,2008.0,11/15/08,@ Milwaukee,        102-97,Regular Season,-9.0,0.0,5.0,1.0,-4.0,Milwaukee,Boston,1.0,0.0,1.0
34432,Milwaukee_11/15/92,Milwaukee,1992.0,11/15/92,Denver,115-98,Regular Season,-10.0,1.0,17.0,1.0,7.0,Milwaukee,Denver,0.0,2.0,
34433,Milwaukee_11/15/94,Indiana,1994.0,11/15/94,@ Milwaukee,81-82,Regular Season,-5.5,0.0,-1.0,0.0,-6.5,Milwaukee,Indiana,0.0,1.0,
34434,Milwaukee_11/16/02,Milwaukee,2002.0,11/16/02,Boston,104-85,Regular Season,-1.0,1.0,19.0,1.0,18.0,Milwaukee,Boston,0.0,1.0,15.0
34437,Milwaukee_11/16/09,Milwaukee,2009.0,11/16/09,Dallas,        113-115,Regular Season,-1.5,0.0,-2.0,0.0,-3.5,Milwaukee,Dallas,2.0,1.0,12.0
34440,Milwaukee_11/16/10,L.A. Lakers,2010.0,11/16/10,@ Milwaukee,        118-107,Regular Season,-4.0,1.0,11.0,1.0,7.0,Milwaukee,L.A. Lakers,3.0,0.0,
34442,Milwaukee_11/16/13,Oklahoma City,2013.0,11/16/13,@ Milwaukee,        92-79,Regular Season,-10.5,1.0,13.0,1.0,2.5,Milwaukee,Oklahoma City,6.0,0.0,6.0
34445,Milwaukee_11/16/91,Milwaukee,1991.0,11/16/91,Miami,116-120,Regular Season,-9.0,0.0,-4.0,0.0,-13.0,Milwaukee,Miami,0.0,0.0,
34446,Milwaukee_11/16/93,Milwaukee,1993.0,11/16/93,Minnesota,98-102,Regular Season,-6.5,0.0,-4.0,0.0,-10.5,Milwaukee,Minnesota,0.0,1.0,
34447,Milwaukee_11/16/95,Houston,1995.0,11/16/95,@ Milwaukee,115-87,Regular Season,-4.5,1.0,28.0,1.0,23.5,Milwaukee,Houston,4.0,0.0,
34448,Milwaukee_11/16/99,Milwaukee,1999.0,11/16/99,L.A. Clippers,101-93,Regular Season,-12.5,0.0,8.0,1.0,-4.5,Milwaukee,L.A. Clippers,0.0,0.0,
34449,Milwaukee_11/17/00,Milwaukee,2000.0,11/17/00,Cleveland,89-76,Regular Season,-5.0,1.0,13.0,1.0,8.0,Milwaukee,Cleveland,1.0,0.0,
34450,Milwaukee_11/17/01,Milwaukee,2001.0,11/17/01,Utah,104-93,Regular Season,-5.0,1.0,11.0,1.0,6.0,Milwaukee,Utah,2.0,1.0,
34451,Milwaukee_11/17/04,Milwaukee,2004.0,11/17/04,Miami,        106-113,Regular Season,-1.0,0.0,-7.0,0.0,-8.0,Milwaukee,Miami,3.0,0.0,16.0
34454,Milwaukee_11/17/07,Milwaukee,2007.0,11/17/07,Atlanta,        105-96,Regular Season,-8.5,1.0,9.0,1.0,0.5,Milwaukee,Atlanta,0.0,0.0,20.0
34457,Milwaukee_11/17/12,Milwaukee,2012.0,11/17/12,New Orleans,        117-113,Regular Season,-8.0,0.0,4.0,1.0,-4.0,Milwaukee,New Orleans,1.0,3.0,14.0
34460,Milwaukee_11/17/90,Milwaukee,1990.0,11/17/90,Brooklyn,111-99,Regular Season,-14.5,0.0,12.0,1.0,-2.5,Milwaukee,Brooklyn,2.0,0.0,
34461,Milwaukee_11/18/03,Milwaukee,2003.0,11/18/03,Atlanta,93-101,Regular Season,-7.0,0.0,-8.0,0.0,-15.0,Milwaukee,Atlanta,0.0,1.0,16.0
34464,Milwaukee_11/18/06,Milwaukee,2006.0,11/18/06,Indiana,        100-102,Regular Season,-4.0,0.0,-2.0,0.0,-6.0,Milwaukee,Indiana,0.0,1.0,24.0
34467,Milwaukee_11/18/09,Milwaukee,2009.0,11/18/09,Brooklyn,        99-85,Regular Season,-9.5,1.0,14.0,1.0,4.5,Milwaukee,Brooklyn,0.0,0.0,12.0
34470,Milwaukee_11/18/14,Milwaukee,2014.0,11/18/14,New York,        117-113,Regular Season,-1.5,1.0,4.0,1.0,2.5,Milwaukee,New York,1.0,2.0,17.0
34473,Milwaukee_11/18/95,Milwaukee,1995.0,11/18/95,Boston,93-99,Regular Season,-6.0,0.0,-6.0,0.0,-12.0,Milwaukee,Boston,3.0,1.0,
34474,Milwaukee_11/18/97,Detroit,1997.0,11/18/97,@ Milwaukee,79-87,Regular Season,,,-8.0,0.0,,Milwaukee,Detroit,0.0,0.0,
34475,Milwaukee_11/18/99,San Antonio,1999.0,11/18/99,@ Milwaukee,88-99,Regular Season,-3.0,0.0,-11.0,0.0,-14.0,Milwaukee,San Antonio,1.0,1.0,
34476,Milwaukee_11/19/02,Milwaukee,2002.0,11/19/02,Miami,93-97,Regular Season,-8.5,0.0,-4.0,0.0,-12.5,Milwaukee,Miami,2.0,1.0,15.0
34479,Milwaukee_11/19/90,Milwaukee,1990.0,11/19/90,Utah,114-104,Regular Season,-7.5,1.0,10.0,1.0,2.5,Milwaukee,Utah,1.0,1.0,
34480,Milwaukee_11/19/91,Milwaukee,1991.0,11/19/91,New Orleans,127-104,Regular Season,-10.5,1.0,23.0,1.0,12.5,Milwaukee,New Orleans,2.0,0.0,
34481,Milwaukee_11/19/94,Oklahoma City,1994.0,11/19/94,@ Milwaukee,120-96,Regular Season,-6.5,1.0,24.0,1.0,17.5,Milwaukee,Oklahoma City,1.0,3.0,
34482,Milwaukee_11/19/96,Milwaukee,1996.0,11/19/96,Dallas,100-97,Regular Season,-4.5,0.0,3.0,1.0,-1.5,Milwaukee,Dallas,0.0,0.0,
34483,Milwaukee_11/20/09,Milwaukee,2009.0,11/20/09,Charlotte,        95-88,Regular Season,-3.0,1.0,7.0,1.0,4.0,Milwaukee,Charlotte,4.0,0.0,12.0
34486,Milwaukee_11/20/10,Milwaukee,2010.0,11/20/10,Oklahoma City,        81-82,Regular Season,-5.5,0.0,-1.0,0.0,-6.5,Milwaukee,Oklahoma City,5.0,8.0,13.0
34489,Milwaukee_11/20/13,Portland,2013.0,11/20/13,@ Milwaukee,        91-82,Regular Season,-5.5,1.0,9.0,1.0,3.5,Milwaukee,Portland,0.0,0.0,
34491,Milwaukee_11/20/93,San Antonio,1993.0,11/20/93,@ Milwaukee,101-97,Regular Season,-3.0,1.0,4.0,1.0,1.0,Milwaukee,San Antonio,5.0,0.0,
34492,Milwaukee_11/20/97,Milwaukee,1997.0,11/20/97,Indiana,83-109,Regular Season,-2.0,0.0,-26.0,0.0,-28.0,Milwaukee,Indiana,0.0,2.0,
34493,Milwaukee_11/20/99,Milwaukee,1999.0,11/20/99,Utah,100-111,Regular Season,-4.0,0.0,-11.0,0.0,-15.0,Milwaukee,Utah,0.0,0.0,
34494,Milwaukee_11/21/01,Milwaukee,2001.0,11/21/01,Chicago,96-92,Regular Season,-15.0,0.0,4.0,1.0,-11.0,Milwaukee,Chicago,0.0,0.0,
34495,Milwaukee_11/21/07,L.A. Lakers,2007.0,11/21/07,@ Milwaukee,        103-110,Regular Season,-2.5,0.0,-7.0,0.0,-9.5,Milwaukee,L.A. Lakers,4.0,0.0,
34497,Milwaukee_11/21/08,Milwaukee,2008.0,11/21/08,New York,        104-87,Regular Season,-4.5,1.0,17.0,1.0,12.5,Milwaukee,New York,1.0,0.0,17.0
34500,Milwaukee_11/21/90,Milwaukee,1990.0,11/21/90,Atlanta,105-93,Regular Season,-8.0,1.0,12.0,1.0,4.0,Milwaukee,Atlanta,0.0,2.0,
34501,Milwaukee_11/21/91,Milwaukee,1991.0,11/21/91,Washington,112-87,Regular Season,-13.0,1.0,25.0,1.0,12.0,Milwaukee,Washington,1.0,1.0,
34502,Milwaukee_11/21/92,Milwaukee,1992.0,11/21/92,Indiana,105-95,Regular Season,-6.5,1.0,10.0,1.0,3.5,Milwaukee,Indiana,2.0,0.0,
34503,Milwaukee_11/21/96,Milwaukee,1996.0,11/21/96,Atlanta,65-73,Regular Season,-4.5,0.0,-8.0,0.0,-12.5,Milwaukee,Atlanta,3.0,0.0,
34504,Milwaukee_11/22/00,Portland,2000.0,11/22/00,@ Milwaukee,93-84,Regular Season,-2.5,1.0,9.0,1.0,6.5,Milwaukee,Portland,4.0,0.0,
34505,Milwaukee_11/22/06,Milwaukee,2006.0,11/22/06,Philadelphia,        98-94,Regular Season,-6.5,0.0,4.0,1.0,-2.5,Milwaukee,Philadelphia,2.0,0.0,28.0
34508,Milwaukee_11/22/14,Washington,2014.0,11/22/14,@ Milwaukee,        111-100,Regular Season,-3.0,1.0,11.0,1.0,8.0,Milwaukee,Washington,0.0,0.0,9.0
34511,Milwaukee_11/22/95,Milwaukee,1995.0,11/22/95,Toronto,96-86,Regular Season,-6.0,1.0,10.0,1.0,4.0,Milwaukee,Toronto,1.0,2.0,
34512,Milwaukee_11/23/05,Milwaukee,2005.0,11/23/05,Philadelphia,        108-97,Regular Season,-2.0,1.0,11.0,1.0,9.0,Milwaukee,Philadelphia,0.0,1.0,9.0
34515,Milwaukee_11/23/13,Milwaukee,2013.0,11/23/13,Charlotte,        72-96,Regular Season,-2.5,0.0,-24.0,0.0,-26.5,Milwaukee,Charlotte,0.0,0.0,29.0
34518,Milwaukee_11/23/96,Milwaukee,1996.0,11/23/96,Washington,90-95,Regular Season,0.0,0.0,-5.0,0.0,-5.0,Milwaukee,Washington,0.0,2.0,
34519,Milwaukee_11/24/00,Milwaukee,2000.0,11/24/00,New Orleans,90-106,Regular Season,-2.5,0.0,-16.0,0.0,-18.5,Milwaukee,New Orleans,0.0,1.0,
34520,Milwaukee_11/24/01,Milwaukee,2001.0,11/24/01,Atlanta,95-88,Regular Season,-11.0,0.0,7.0,1.0,-4.0,Milwaukee,Atlanta,0.0,0.0,
34521,Milwaukee_11/24/07,Dallas,2007.0,11/24/07,@ Milwaukee,        95-97,Regular Season,-3.5,0.0,-2.0,0.0,-5.5,Milwaukee,Dallas,1.0,0.0,2.0
34524,Milwaukee_11/24/12,Milwaukee,2012.0,11/24/12,Chicago,        86-93,Regular Season,-2.5,0.0,-7.0,0.0,-9.5,Milwaukee,Chicago,0.0,2.0,8.0
34527,Milwaukee_11/24/93,Atlanta,1993.0,11/24/93,@ Milwaukee,89-85,Regular Season,-1.0,1.0,4.0,1.0,3.0,Milwaukee,Atlanta,0.0,0.0,
34528,Milwaukee_11/24/99,Milwaukee,1999.0,11/24/99,Chicago,102-95,Regular Season,-14.0,0.0,7.0,1.0,-7.0,Milwaukee,Chicago,0.0,1.0,
34529,Milwaukee_11/25/03,Milwaukee,2003.0,11/25/03,Philadelphia,95-91,Regular Season,-1.0,1.0,4.0,1.0,3.0,Milwaukee,Philadelphia,0.0,1.0,20.0
34532,Milwaukee_11/25/06,Milwaukee,2006.0,11/25/06,Boston,        98-111,Regular Season,-4.0,0.0,-13.0,0.0,-17.0,Milwaukee,Boston,0.0,1.0,28.0
34535,Milwaukee_11/25/14,Milwaukee,2014.0,11/25/14,Detroit,        98-86,Regular Season,-3.5,1.0,12.0,1.0,8.5,Milwaukee,Detroit,0.0,1.0,16.0
34538,Milwaukee_11/25/92,Milwaukee,1992.0,11/25/92,Cleveland,94-85,Regular Season,-1.0,1.0,9.0,1.0,8.0,Milwaukee,Cleveland,1.0,4.0,
34539,Milwaukee_11/26/05,Detroit,2005.0,11/26/05,@ Milwaukee,        85-76,Regular Season,-4.0,1.0,9.0,1.0,5.0,Milwaukee,Detroit,1.0,1.0,1.0
34542,Milwaukee_11/26/94,Orlando,1994.0,11/26/94,@ Milwaukee,113-105,Regular Season,-8.0,0.0,8.0,1.0,0.0,Milwaukee,Orlando,0.0,0.0,
34543,Milwaukee_11/26/95,Milwaukee,1995.0,11/26/95,Minnesota,102-105,Regular Season,-8.0,0.0,-3.0,0.0,-11.0,Milwaukee,Minnesota,0.0,0.0,
34544,Milwaukee_11/26/97,Milwaukee,1997.0,11/26/97,Memphis,101-82,Regular Season,-9.5,1.0,19.0,1.0,9.5,Milwaukee,Memphis,0.0,0.0,
34545,Milwaukee_11/27/02,Milwaukee,2002.0,11/27/02,Cleveland,112-80,Regular Season,-7.0,1.0,32.0,1.0,25.0,Milwaukee,Cleveland,0.0,1.0,11.0
34548,Milwaukee_11/27/04,Milwaukee,2004.0,11/27/04,Detroit,        96-90,Regular Season,-4.5,1.0,6.0,1.0,1.5,Milwaukee,Detroit,1.0,0.0,22.0
34551,Milwaukee_11/27/07,Milwaukee,2007.0,11/27/07,Philadelphia,        99-114,Regular Season,-6.5,0.0,-15.0,0.0,-21.5,Milwaukee,Philadelphia,2.0,0.0,7.0
34554,Milwaukee_11/27/10,Milwaukee,2010.0,11/27/10,Charlotte,        104-101,Regular Season,-3.5,0.0,3.0,1.0,-0.5,Milwaukee,Charlotte,0.0,1.0,16.0
34557,Milwaukee_11/27/13,Washington,2013.0,11/27/13,@ Milwaukee,        100-92,Regular Season,-2.5,1.0,8.0,1.0,5.5,Milwaukee,Washington,0.0,1.0,21.0
34560,Milwaukee_11/27/90,Milwaukee,1990.0,11/27/90,Indiana,112-98,Regular Season,-9.0,1.0,14.0,1.0,5.0,Milwaukee,Indiana,0.0,2.0,
34561,Milwaukee_11/27/93,Milwaukee,1993.0,11/27/93,Boston,89-85,Regular Season,0.0,1.0,4.0,1.0,4.0,Milwaukee,Boston,2.0,2.0,
34562,Milwaukee_11/27/96,Cleveland,1996.0,11/27/96,@ Milwaukee,75-92,Regular Season,-2.0,0.0,-17.0,0.0,-19.0,Milwaukee,Cleveland,4.0,3.0,
34563,Milwaukee_11/27/99,Milwaukee,1999.0,11/27/99,Philadelphia,79-82,Regular Season,-9.0,0.0,-3.0,0.0,-12.0,Milwaukee,Philadelphia,4.0,0.0,
34564,Milwaukee_11/28/09,Orlando,2009.0,11/28/09,@ Milwaukee,        100-98,Regular Season,-7.0,0.0,2.0,1.0,-5.0,Milwaukee,Orlando,2.0,0.0,4.0
34567,Milwaukee_11/28/12,New York,2012.0,11/28/12,@ Milwaukee,        102-88,Regular Season,-2.5,1.0,14.0,1.0,11.5,Milwaukee,New York,1.0,0.0,6.0
